group,pk,sk,exchange,attack,guesses,cardinality
Heisenberg5,5,4,43.551,6008.896,2394,41094811730846667976309640887887580025933764572191098671842634495326928533271459975073390222748795224510861268718086074366057353644329159944218032779955237746914329498961810780615186278748886682614678834642943
Heisenberg5,5,4,40.58,3204.674,1283,41094811730846667976309640887887580025933764572191098671842634495326928533271459975073390222748795224510861268718086074366057353644329159944218032779955237746914329498961810780615186278748886682614678834642943
Heisenberg5,5,5,40.731,16768.127,6257,41094811730846667976309640887887580025933764572191098671842634495326928533271459975073390222748795224510861268718086074366057353644329159944218032779955237746914329498961810780615186278748886682614678834642943
Heisenberg5,5,5,42.434,2357.887,827,41094811730846667976309640887887580025933764572191098671842634495326928533271459975073390222748795224510861268718086074366057353644329159944218032779955237746914329498961810780615186278748886682614678834642943
Heisenberg5,5,5,43.7,44204.428,16806,41094811730846667976309640887887580025933764572191098671842634495326928533271459975073390222748795224510861268718086074366057353644329159944218032779955237746914329498961810780615186278748886682614678834642943
Heisenberg5,5,5,40.462,5353.008,1950,41094811730846667976309640887887580025933764572191098671842634495326928533271459975073390222748795224510861268718086074366057353644329159944218032779955237746914329498961810780615186278748886682614678834642943
Heisenberg5,5,5,42.866,16062.758,6026,41094811730846667976309640887887580025933764572191098671842634495326928533271459975073390222748795224510861268718086074366057353644329159944218032779955237746914329498961810780615186278748886682614678834642943
Heisenberg5,5,5,41.234,13434.596,5135,41094811730846667976309640887887580025933764572191098671842634495326928533271459975073390222748795224510861268718086074366057353644329159944218032779955237746914329498961810780615186278748886682614678834642943
Heisenberg5,5,5,50.591,10786.679,4137,41094811730846667976309640887887580025933764572191098671842634495326928533271459975073390222748795224510861268718086074366057353644329159944218032779955237746914329498961810780615186278748886682614678834642943
Heisenberg5,5,5,39.565,964.587,313,41094811730846667976309640887887580025933764572191098671842634495326928533271459975073390222748795224510861268718086074366057353644329159944218032779955237746914329498961810780615186278748886682614678834642943
Heisenberg5,5,5,40.622,154648.113,58036,41094811730846667976309640887887580025933764572191098671842634495326928533271459975073390222748795224510861268718086074366057353644329159944218032779955237746914329498961810780615186278748886682614678834642943
S16,5,1,772.041,0.024,7,20922789888000
S16,5,1,164.177,0.02,8,20922789888000
S16,5,1,163.845,0.022,13,20922789888000
S16,5,1,162.161,0.018,8,20922789888000
S16,5,1,162.029,0.027,7,20922789888000
S16,5,2,163.695,0.107,115,20922789888000
S16,5,2,162.727,0.041,36,20922789888000
S16,5,2,162.472,0.089,103,20922789888000
S16,5,2,162.985,0.076,78,20922789888000
S16,5,2,162.126,0.15,185,20922789888000
S16,5,3,163.071,1.056,1211,20922789888000
S16,5,3,161.983,1.006,1123,20922789888000
S16,5,3,161.955,0.873,990,20922789888000
S16,5,3,161.926,1.519,1698,20922789888000
S16,5,3,162.566,0.632,714,20922789888000
S16,5,4,163.128,5.971,6032,20922789888000
S16,5,4,312.326,8.103,8091,20922789888000
S16,5,4,173.933,2.477,2371,20922789888000
S16,5,4,163.113,3.565,3535,20922789888000
S16,5,4,162.837,7.645,7711,20922789888000
S16,5,5,186.045,13.686,12568,20922789888000
S16,5,5,161.804,122.571,110312,20922789888000
S16,5,5,158.646,35.494,32982,20922789888000
S16,5,5,160.812,73.984,67935,20922789888000
S16,5,5,158.362,58.183,53207,20922789888000
S16,5,6,160.181,311.678,258599,20922789888000
S16,5,6,188.879,1518.887,1300922,20922789888000
S16,5,6,186.498,74.412,62112,20922789888000
S16,5,6,157.164,2007.157,1668187,20922789888000
S16,5,6,181.321,1139.111,964241,20922789888000
S16,5,7,173.778,13737.693,10749930,20922789888000
S16,5,7,188.058,8133.022,6288278,20922789888000
S16,5,7,177.965,820.075,642504,20922789888000
S16,5,7,176.344,1466.183,1130038,20922789888000
S16,5,7,181.078,6538.561,5038946,20922789888000
S16,5,1,688.201,0.023,9,20922789888000
S16,5,1,151.244,0.019,9,20922789888000
S16,5,1,151.118,0.024,16,20922789888000
S16,5,1,151.092,0.018,7,20922789888000
S16,5,1,151.884,0.025,17,20922789888000
S16,5,2,150.727,0.059,59,20922789888000
S16,5,2,150.681,0.087,100,20922789888000
S16,5,2,150.8,0.144,178,20922789888000
S16,5,2,151.643,0.046,40,20922789888000
S16,5,2,153.493,0.063,42,20922789888000
S16,5,3,153.645,0.821,923,20922789888000
S16,5,3,151.417,0.266,293,20922789888000
S16,5,3,151.028,0.488,546,20922789888000
S16,5,3,150.695,1.223,1386,20922789888000
S16,5,3,149.973,0.714,822,20922789888000
S16,5,4,149.654,3.843,3829,20922789888000
S16,5,4,148.635,17.649,17908,20922789888000
S16,5,4,256.334,7.713,8005,20922789888000
S16,5,4,156.697,12.681,13068,20922789888000
S16,5,4,149.311,6.145,6283,20922789888000
S16,5,5,155.98,78.49,73000,20922789888000
S16,5,5,146.585,77.634,72680,20922789888000
S16,5,5,148.472,87.378,80956,20922789888000
S16,5,5,149.163,20.245,18547,20922789888000
S16,5,5,147.497,12.599,11668,20922789888000
S16,5,6,146.985,135.278,112676,20922789888000
S16,5,6,149.302,446.229,376366,20922789888000
S16,5,6,175.534,197.879,167812,20922789888000
S16,5,6,164.728,1405.936,1192121,20922789888000
S16,5,6,171.585,132.227,112114,20922789888000
S16,5,7,147.05,1351.095,1052367,20922789888000
S16,5,7,168.237,81.635,62886,20922789888000
S16,5,7,148.103,744.428,582613,20922789888000
S16,5,7,170.563,4390.708,3438045,20922789888000
S16,5,7,167.843,13808.2,10876829,20922789888000
S16,5,1,722.453,0.027,13,20922789888000
S16,5,1,149.099,0.015,3,20922789888000
S16,5,1,150.439,0.023,14,20922789888000
S16,5,1,149.814,0.015,2,20922789888000
S16,5,1,149.85,0.022,14,20922789888000
S16,5,2,150.097,0.087,99,20922789888000
S16,5,2,149.95,0.146,180,20922789888000
S16,5,2,149.462,0.022,11,20922789888000
S16,5,2,150.309,0.096,112,20922789888000
S16,5,2,149.775,0.108,126,20922789888000
S16,5,3,149.662,1.031,1184,20922789888000
S16,5,3,149.233,0.815,924,20922789888000
S16,5,3,148.814,0.879,1038,20922789888000
S16,5,3,148.971,0.157,170,20922789888000
S16,5,3,150.19,0.626,715,20922789888000
S16,5,4,149.224,7.83,8220,20922789888000
S16,5,4,252.298,1.05,1064,20922789888000
S16,5,4,149.768,9.992,10263,20922789888000
S16,5,4,155.413,2.21,2250,20922789888000
S16,5,4,147.421,9.113,9408,20922789888000
S16,5,5,155.806,122.973,117374,20922789888000
S16,5,5,145.464,126.977,118767,20922789888000
S16,5,5,148.347,33.305,31322,20922789888000
S16,5,5,145.056,6.449,5853,20922789888000
S16,5,5,150.13,102.459,96288,20922789888000
S16,5,6,143.763,1590.56,1356823,20922789888000
S16,5,6,166.193,131.516,113484,20922789888000
S16,5,6,146.436,1010.838,875165,20922789888000
S16,5,6,162.136,1354.831,1160567,20922789888000
S16,5,6,168.486,575.95,491916,20922789888000
S16,5,7,164.233,8103.687,6362398,20922789888000
S16,5,7,166.835,747.56,584637,20922789888000
S16,5,7,172.961,11964.123,9534342,20922789888000
S16,5,7,160.115,1216.646,942972,20922789888000
S16,5,7,165.176,4899.289,3906807,20922789888000
S16,5,1,780.169,0.019,4,20922789888000
S16,5,1,175.77,0.024,17,20922789888000
S16,5,1,177.418,0.019,9,20922789888000
S16,5,1,175.822,0.022,12,20922789888000
S16,5,1,176.055,0.025,14,20922789888000
S16,5,2,176.35,0.066,71,20922789888000
S16,5,2,176.673,0.109,133,20922789888000
S16,5,2,176.285,0.103,122,20922789888000
S16,5,2,176.393,0.018,7,20922789888000
S16,5,2,176.654,0.033,27,20922789888000
S16,5,3,176.374,0.673,784,20922789888000
S16,5,3,176.324,0.951,1080,20922789888000
S16,5,3,174.847,0.725,830,20922789888000
S16,5,3,175.577,0.819,939,20922789888000
S16,5,3,175.596,1.202,1384,20922789888000
S16,5,4,174.86,4.413,4586,20922789888000
S16,5,4,170.963,4.574,4698,20922789888000
S16,5,4,171.48,4.007,4156,20922789888000
S16,5,4,172.202,10.232,10606,20922789888000
S16,5,4,307.686,10.2,10444,20922789888000
S16,5,5,181.287,49.158,46797,20922789888000
S16,5,5,170.686,67.268,63282,20922789888000
S16,5,5,171.56,24.787,23382,20922789888000
S16,5,5,169.736,186.567,178034,20922789888000
S16,5,5,183.103,50.71,48090,20922789888000
S16,5,6,171.04,1214.921,1068609,20922789888000
S16,5,6,192.521,79.264,68436,20922789888000
S16,5,6,172.281,857.703,740823,20922789888000
S16,5,6,189.958,123.116,106947,20922789888000
S16,5,6,172.763,346.987,304330,20922789888000
S16,5,7,190.579,969.425,753523,20922789888000
S16,5,7,192.356,8999.427,7109177,20922789888000
S16,5,7,190.571,18549.631,14859046,20922789888000
S16,5,7,189.739,9401.117,7536124,20922789888000
S16,5,7,191.924,20072.297,15719857,20922789888000
S16,5,8,629.928,853.066,610923,20922789888000
S16,5,8,136.379,98534.064,71967086,20922789888000
S16,5,8,133.492,18630.857,13363992,20922789888000
S16,5,8,128.66,22454.792,16444075,20922789888000
S16,5,8,128.442,106477.123,75741131,20922789888000
S16,5,8,133.669,137475.988,100226772,20922789888000
