pk,sk,exchange,attack
6,5,147292,32048
6,5,136538,447927
6,5,154686,21760
6,5,136228,120220
6,5,137028,216862
6,5,149768,150109
6,5,148967,379674
6,5,151989,95794
6,5,149647,234534
6,5,157634,115476
6,5,152921,99484
6,5,151037,201571
6,5,159607,125471
6,5,149127,241843
6,5,149259,217273
6,5,152471,56866
7,1,160348,27
7,1,159137,21
7,1,158417,23
7,1,158969,29
7,1,158149,24
7,1,158798,22
7,1,161024,26
7,1,158680,23
7,1,157698,25
7,1,158231,29
7,1,158037,24
7,1,158704,22
7,1,157161,22
7,1,158194,25
7,1,160746,22
7,1,158142,26
7,1,158194,21
7,1,158494,20
7,1,158228,19
7,1,157685,21
7,1,158699,22
7,1,158484,25
7,1,158519,27
7,1,162189,22
7,1,159232,22
7,1,157823,24
7,1,157908,21
7,1,157736,24
7,1,157747,23
7,1,157737,20
7,1,158054,24
7,1,157989,28
7,1,162504,25
7,1,158607,25
7,1,158633,26
7,1,159448,26
7,1,158745,30
7,1,160567,25
7,1,157732,25
7,1,158662,23
7,1,158719,24
7,1,161663,20
7,1,158070,29
7,1,157807,18
7,1,158318,23
7,1,159030,18
7,1,157321,26
7,1,157798,25
7,1,158037,20
7,1,158061,21
7,1,160776,27
7,1,156968,23
7,1,157431,19
7,1,157736,18
7,1,158039,20
7,1,158248,27
7,1,160423,28
7,1,161276,24
7,1,162527,23
7,1,157605,22
7,1,157646,21
7,1,157750,21
7,1,158473,26
7,1,159224,25
7,1,159183,21
7,1,156675,20
7,1,159334,30
7,1,161490,29
7,1,157863,15
7,1,160043,21
7,1,159404,27
7,1,158398,20
7,1,150691,22
7,1,171950,29
7,1,167004,29
7,1,165195,27
7,1,160801,24
7,1,158926,24
7,1,159490,21
7,1,159466,29
7,1,157710,27
7,1,159273,16
7,1,161758,21
7,1,161327,30
7,1,158619,22
7,1,162726,24
7,1,163760,19
7,1,160761,23
7,1,159833,22
7,1,159180,22
7,1,158856,29
7,1,159387,24
7,1,162262,24
7,1,164831,28
7,1,160445,29
7,1,160425,23
7,1,159566,28
7,1,159171,25
7,1,159891,24
7,1,161466,36
7,2,159648,77
7,2,158538,89
7,2,167717,227
7,2,165236,174
7,2,161681,106
7,2,159472,222
7,2,158839,205
7,2,158810,118
7,2,158866,67
7,2,157917,159
7,2,158863,174
7,2,160991,65
7,2,158916,195
7,2,160036,185
7,2,158664,128
7,2,158106,113
7,2,160571,193
7,2,158229,104
7,2,159226,109
7,2,158210,129
7,2,158365,184
7,2,157295,103
7,2,157763,146
7,2,159497,149
7,2,158619,144
7,2,160301,141
7,2,161538,131
7,2,158766,209
7,2,159360,40
7,2,161791,130
7,2,158017,165
7,2,158239,101
7,2,158832,155
7,2,159334,127
7,2,160221,228
7,2,160781,62
7,2,166796,173
7,2,165359,149
7,2,160965,85
7,2,158706,94
7,2,158189,242
7,2,159738,191
7,2,158481,201
7,2,161242,122
7,2,162833,177
7,2,161148,202
7,2,162720,114
7,2,160271,43
7,2,159724,221
7,2,162682,102
7,2,175868,149
7,2,170858,63
7,2,175861,152
7,2,160000,274
7,2,160005,196
7,2,170359,56
7,2,158309,110
7,2,162388,182
7,2,165987,82
7,2,163368,196
7,2,162168,159
7,2,162800,106
7,2,164302,214
7,2,160198,163
7,2,164919,169
7,2,164958,156
7,2,165916,162
7,2,162337,141
7,2,164363,45
7,2,164544,197
7,2,160498,85
7,2,161974,246
7,2,162957,95
7,2,163043,179
7,2,160574,84
7,2,165814,131
7,2,161163,179
7,2,165155,107
7,2,164426,180
7,2,160518,103
7,2,159815,135
7,2,164850,134
7,2,162364,133
7,2,160988,192
7,2,160820,122
7,2,163652,210
7,2,166968,254
7,2,163311,98
7,2,165115,191
7,2,163633,213
7,2,166536,131
7,2,183562,93
7,2,168120,168
7,2,164337,121
7,2,163980,168
7,2,169020,124
7,2,164899,219
7,2,160261,180
7,2,161635,239
7,2,170985,147
7,3,166953,539
7,3,162266,1101
7,3,163950,395
7,3,160042,2339
7,3,162240,191
7,3,163753,2397
7,3,164774,850
7,3,165441,3393
7,3,160294,2845
7,3,164200,2342
7,3,161790,2029
7,3,158872,1294
7,3,160645,743
7,3,160233,3164
7,3,161396,1914
7,3,161466,2850
7,3,168913,1220
7,3,161792,2009
7,3,162854,460
7,3,164042,1609
7,3,163789,3921
7,3,165397,2479
7,3,168517,2577
7,3,161839,2942
7,3,165619,4383
7,3,168255,1130
7,3,162012,1928
7,3,164021,4110
7,3,166767,3987
7,3,170816,3269
7,3,172787,3138
7,3,163548,1996
7,3,168303,1388
7,3,162946,2443
7,3,163419,1126
7,3,170220,2230
7,3,164487,824
7,3,165058,1715
7,3,164890,3400
7,3,158717,1131
7,3,160946,1208
7,3,160639,110
7,3,164312,2168
7,3,169483,420
7,3,167159,2087
7,3,165334,2231
7,3,165360,2522
7,3,164232,2222
7,3,163007,2830
7,3,161284,141
7,3,160124,2182
7,3,163643,2598
7,3,163102,1343
7,3,163541,1387
7,3,163095,3263
7,3,161247,616
7,3,161210,166
7,3,166248,2795
7,3,165355,3938
7,3,160693,2043
7,3,166056,1884
7,3,165713,2337
7,3,161772,1628
7,3,167170,3017
7,3,163693,2226
7,3,159965,1915
7,3,166707,1199
7,3,166642,1996
7,3,165012,2452
7,3,169114,179
7,3,166029,2403
7,3,162154,1585
7,3,160179,2067
7,3,159899,2808
7,3,161137,1617
7,3,160357,1924
7,3,160714,2443
7,3,166054,3343
7,3,164324,2220
7,3,160655,3525
7,3,160647,1319
7,3,160085,2216
7,3,164978,1332
7,3,165870,3542
7,3,164823,1758
7,3,166125,2094
7,3,166346,2413
7,3,166662,1440
7,3,165672,3440
7,3,162032,2599
7,3,165363,1461
7,3,164761,1498
7,3,163692,187
7,3,162279,584
7,3,160428,1542
7,3,172358,131
7,3,173218,1378
7,3,168353,2107
7,3,164093,2622
7,3,160389,2115
7,4,160675,16480
7,4,162952,33923
7,4,158377,3164
7,4,159618,40694
7,4,166714,17021
7,4,162222,31534
7,4,160671,29187
7,4,158921,17027
7,4,159119,46578
7,4,162994,43229
7,4,161052,51840
7,4,160013,15869
7,4,161182,45674
7,4,166390,32101
7,4,161646,51629
7,4,159741,17833
7,4,160008,14004
7,4,158816,41212
7,4,160453,31604
7,4,159610,47524
7,4,159881,39395
7,4,161540,13428
7,4,158569,22953
7,4,159829,30672
7,4,160285,27779
7,4,160144,33682
7,4,158740,36777
7,4,160135,14262
7,4,159520,51476
7,4,159766,18672
7,4,161787,47421
7,4,159946,16805
7,4,160501,65247
7,4,165216,30575
7,4,160246,40287
7,4,160981,28391
7,4,160332,38367
7,4,160869,14302
7,4,157776,2687
7,4,162049,20118
7,4,159614,22251
7,4,159165,7877
7,4,159548,23771
7,4,160525,14646
7,4,159691,15016
7,4,160472,2361
7,4,158956,29375
7,4,158625,28256
7,4,163643,33690
7,4,158957,35167
7,4,159244,67212
7,4,161031,19893
7,4,160204,23662
7,4,159200,32323
7,4,159337,27626
7,4,159244,34065
7,4,161865,24321
7,4,160035,20200
7,4,160241,45758
7,4,159774,12388
7,4,159614,58328
7,4,160185,40843
7,4,160479,22721
7,4,163196,58421
7,4,162232,15490
7,4,163317,18832
7,4,155403,17131
7,4,160089,58296
7,4,159557,12341
7,4,167904,51433
7,4,160519,37342
7,4,161009,25659
7,4,159677,48525
7,4,164107,35406
7,4,165011,15036
7,4,160034,36931
7,4,160086,23527
7,4,159686,34444
7,4,160733,66392
7,4,161470,9359
7,4,159993,8361
7,4,160238,49770
7,4,160949,32073
7,4,165332,26465
7,4,162892,38641
7,4,161809,52458
7,4,160466,45818
7,4,160816,16453
7,4,158962,27141
7,4,162543,47212
7,4,163509,2628
7,4,159671,15123
7,4,163448,1418
7,4,158979,2300
7,4,165696,2824
7,4,166523,21384
7,4,166707,19483
7,4,161484,6583
7,4,160308,16909
7,4,161776,11104
7,5,174461,650767
7,5,180907,43399
7,5,163508,119047
7,5,168864,621218
7,5,176743,490527
7,5,178508,642661
7,5,174507,955086
7,5,171642,214516
7,5,172482,734670
7,5,179228,627568
7,5,178147,42451
7,5,164468,506225
7,5,170992,23013
7,5,165749,788833
7,5,178837,747129
7,5,177958,42548
7,5,175419,337604
7,5,180228,66875
7,5,166015,108862
7,5,177976,42194
7,5,165200,183928
7,5,173717,508736
7,5,178741,217547
7,5,182757,43521
7,5,164722,319145
7,5,173353,531367
7,5,177860,272159
7,5,181735,39483
7,5,165821,135198
7,5,182857,445833
7,5,179822,406236
7,5,172955,385188
7,5,196373,485354
7,5,178913,511253
7,5,174519,28526
7,5,182575,191932
7,5,177028,670271
7,5,192850,382174
7,5,219438,346012
7,5,200122,873498
7,5,175791,532783
7,5,192688,523774
7,5,180810,440466
7,5,213419,567024
7,5,182159,234274
7,5,191880,571704
7,5,188175,42090
7,5,169773,345452
7,5,191545,977226
7,5,174979,194060
7,5,176426,610772
7,5,183020,995607
7,5,177712,630787
7,5,187173,76201
7,5,177960,513034
7,5,176547,783191
7,5,176174,810478
7,5,173561,21793
7,5,162302,379146
7,5,175035,950903
7,5,176254,943905
7,5,176937,408203
7,5,171709,267166
7,5,178154,511675
7,5,175194,888349
7,5,190184,711640
7,5,174409,276488
7,5,174194,468515
7,5,174305,491666
7,5,173746,482855
7,5,178356,753062
7,5,174051,784941
7,5,174267,983854
7,5,176924,517435
7,5,220454,488807
7,5,179794,453044
7,5,178552,260489
7,5,178419,509510
7,5,178346,219117
7,5,177054,430894
7,5,179956,544824
7,5,175579,548421
7,5,175925,414532
7,5,174256,493043
7,5,179581,315903
7,5,178740,548851
7,5,175898,252005
7,5,177009,211911
7,5,177898,352512
7,5,175060,41714
7,5,164581,742688
7,5,174199,22366
7,5,161856,387695
7,5,176118,41607
7,5,163108,465898
7,5,174380,364256
7,5,176613,469389
7,5,174047,75181
7,5,162802,698039
7,5,172519,565871
7,6,175898,977915
7,6,168180,894359
7,6,175379,888676
7,6,174687,643492
7,6,175649,550309
7,6,177907,157724
7,6,196663,326541
7,6,172213,394891
7,6,176057,608272
7,6,167810,245139
7,6,180910,114642
7,6,175276,118616
7,6,174338,600319
7,6,173349,613569
7,6,177357,249237
7,6,174389,268153
7,6,173981,226464
7,6,174301,961005
7,6,176618,929181
7,6,173857,260869
7,6,175269,633601
7,6,175442,889177
7,6,174211,14189
7,6,178447,564493
7,6,170882,201449
7,6,174256,128220
7,6,173869,258163
7,6,175940,6624
7,6,175002,398178
7,6,173621,137978
7,6,175740,178780
7,6,179198,459452
7,6,176098,806741
7,6,173983,761307
7,6,174920,514608
7,6,171499,822486
7,6,175263,832883
7,6,173314,359009
7,6,177068,785880
7,6,177642,330987
7,6,175039,556535
7,6,173380,368305
7,6,173785,491189
7,6,175781,724484
7,6,175603,48137
7,6,171373,967151
7,6,183802,558613
7,6,190860,621316
7,6,177844,832813
7,6,180204,345539
7,6,180142,314999
7,6,179178,623478
7,6,173123,637780
7,6,176780,940430
7,6,172007,836214
7,6,175592,618857
7,6,173969,70230
7,6,175143,391790
7,6,173405,798529
7,6,172785,524054
7,6,173684,703566
7,6,172708,194000
7,6,175054,901693
7,6,173541,613083
7,6,175261,948066
7,6,174327,180155
7,6,175048,112995
7,6,173263,631077
7,6,170641,252546
7,6,173392,812240
7,6,173322,155264
7,6,176125,558429
7,6,175261,664036
7,6,174491,474145
7,6,177094,656363
7,6,174178,115003
7,6,174124,914598
7,6,176547,881558
7,6,170973,319317
7,6,171247,486809
7,6,173488,973138
7,6,174129,716960
7,6,178943,879856
7,6,173644,357891
7,6,177247,434960
7,6,170512,249998
7,6,172334,848813
7,6,174165,109333
7,6,173691,959248
7,6,173665,527930
7,6,172624,579559
7,6,174775,363397
7,6,171456,315469
7,6,177628,975469
7,6,172927,265061
7,6,171830,811610
7,6,173494,595634
7,6,172522,264990
7,6,175084,663159
7,6,174780,873769
8,1,197096,27
8,1,190116,26
8,1,186924,33
8,1,186481,25
8,1,186999,29
8,1,187162,29
8,1,186858,30
8,1,187250,26
8,1,186873,22
8,1,189229,25
8,1,186663,29
8,1,187247,30
8,1,186610,24
8,1,187222,33
8,1,186282,21
8,1,187150,30
8,1,189464,28
8,1,187332,27
8,1,186879,29
8,1,186928,24
8,1,186181,24
8,1,187508,22
8,1,187082,33
8,1,186330,23
8,1,190056,27
8,1,187437,27
8,1,187377,25
8,1,187581,25
8,1,187404,25
8,1,186702,30
8,1,187628,27
8,1,187520,20
8,1,190731,31
8,1,187248,20
8,1,186507,25
8,1,187753,28
8,1,187368,32
8,1,187173,31
8,1,188833,31
8,1,190473,22
8,1,188574,30
8,1,187457,24
8,1,186293,22
8,1,187605,22
8,1,188031,21
8,1,187232,22
8,1,187995,19
8,1,190132,31
8,1,187211,30
8,1,186004,23
8,1,188045,31
8,1,187993,31
8,1,187239,29
8,1,187350,28
8,1,187239,22
8,1,189187,25
8,1,187774,31
8,1,187426,32
8,1,187696,27
8,1,187965,19
8,1,186765,23
8,1,187868,26
8,1,187415,29
8,1,183981,27
8,1,184460,28
8,1,187484,28
8,1,187438,29
8,1,185644,28
8,1,185171,26
8,1,188181,25
8,1,191609,23
8,1,187879,26
8,1,187471,22
8,1,187382,23
8,1,187792,23
8,1,187334,24
8,1,188015,30
8,1,190723,28
8,1,186591,26
8,1,182792,24
8,1,183122,22
8,1,184085,28
8,1,183661,29
8,1,182931,26
8,1,184071,24
8,1,186153,25
8,1,183946,29
8,1,183786,29
8,1,183831,27
8,1,188590,33
8,1,188064,22
8,1,188037,26
8,1,187447,27
8,1,190145,25
8,1,186938,26
8,1,186203,24
8,1,187644,23
8,1,186295,22
8,1,186055,34
8,1,186896,30
8,2,189462,123
8,2,187252,73
8,2,187265,147
8,2,187192,193
8,2,187736,177
8,2,186757,160
8,2,187215,114
8,2,187052,216
8,2,189222,102
8,2,186416,260
8,2,186913,146
8,2,186524,196
8,2,186885,181
8,2,187104,192
8,2,186880,187
8,2,186705,186
8,2,189966,176
8,2,185985,110
8,2,187977,112
8,2,185567,130
8,2,185612,179
8,2,187707,97
8,2,209726,152
8,2,192174,232
8,2,188333,269
8,2,204862,121
8,2,187321,164
8,2,189686,170
8,2,194379,234
8,2,185754,203
8,2,186877,122
8,2,188464,184
8,2,187589,89
8,2,186599,192
8,2,187256,163
8,2,187144,157
8,2,186837,115
8,2,187544,163
8,2,186684,186
8,2,188971,158
8,2,185848,217
8,2,187406,127
8,2,186646,56
8,2,186909,153
8,2,186891,309
8,2,187567,95
8,2,190438,258
8,2,186846,157
8,2,186995,139
8,2,195109,97
8,2,185345,118
8,2,190563,177
8,2,187242,324
8,2,185757,216
8,2,187363,246
8,2,184324,164
8,2,185446,175
8,2,187785,185
8,2,184730,262
8,2,183848,185
8,2,186877,236
8,2,190201,183
8,2,187003,198
8,2,186799,158
8,2,185697,157
8,2,187892,247
8,2,186339,103
8,2,184365,75
8,2,182816,135
8,2,186283,213
8,2,183394,239
8,2,183412,231
8,2,183141,223
8,2,183495,215
8,2,195279,89
8,2,188645,185
8,2,189328,92
8,2,189281,181
8,2,186456,260
8,2,186948,180
8,2,186986,233
8,2,188450,89
8,2,188837,276
8,2,187187,92
8,2,189940,195
8,2,187528,212
8,2,187358,174
8,2,205950,166
8,2,187741,169
8,2,188078,211
8,2,187870,102
8,2,187947,162
8,2,190684,97
8,2,185895,95
8,2,183060,254
8,2,182877,212
8,2,184237,193
8,2,181753,213
8,2,182797,233
8,2,184359,167
8,3,186716,5603
8,3,182145,4884
8,3,185001,2439
8,3,184466,2417
8,3,184225,4490
8,3,184998,2975
8,3,183470,4587
8,3,186600,3467
8,3,184074,1376
8,3,182641,3649
8,3,185005,3098
8,3,184571,1462
8,3,185321,3984
8,3,188340,4765
8,3,188858,2915
8,3,192647,1189
8,3,187843,4790
8,3,187099,3436
8,3,186371,3188
8,3,186693,2263
8,3,187253,2417
8,3,187082,2162
8,3,189988,2795
8,3,187128,362
8,3,202179,4195
8,3,187527,4676
8,3,187815,5528
8,3,187602,1096
8,3,186861,4988
8,3,187655,2614
8,3,191365,964
8,3,189379,2728
8,3,183327,2891
8,3,188545,5321
8,3,184919,3749
8,3,189253,2283
8,3,196631,2558
8,3,185345,235
8,3,189746,3073
8,3,186253,2580
8,3,186807,1832
8,3,185671,2522
8,3,186235,3729
8,3,187736,2867
8,3,187815,2397
8,3,193696,3162
8,3,186136,1675
8,3,184642,3256
8,3,186787,434
8,3,186647,3081
8,3,186598,4198
8,3,186547,4323
8,3,187026,2004
8,3,190262,243
8,3,185608,299
8,3,186168,1723
8,3,185015,1375
8,3,187709,3080
8,3,187143,3847
8,3,187078,1836
8,3,187853,554
8,3,188438,4460
8,3,186430,3649
8,3,185539,3016
8,3,186414,1427
8,3,187077,2429
8,3,186665,2006
8,3,186780,2789
8,3,187367,3948
8,3,184444,4432
8,3,186089,1506
8,3,185223,4794
8,3,186161,1899
8,3,186038,1332
8,3,186063,3060
8,3,186771,3436
8,3,186498,3074
8,3,185200,2000
8,3,184941,2997
8,3,185057,237
8,3,183669,1606
8,3,184975,1992
8,3,186052,3520
8,3,188735,3039
8,3,184701,3127
8,3,185839,2568
8,3,186095,1790
8,3,187090,2699
8,3,186603,1492
8,3,184619,4879
8,3,185515,2939
8,3,188054,5274
8,3,184632,3287
8,3,186643,5344
8,3,186011,2827
8,3,186775,231
8,3,186591,2423
8,3,186272,2322
8,3,185879,439
8,3,188806,3837
8,4,184399,71903
8,4,185465,38176
8,4,184948,19122
8,4,186202,66012
8,4,185333,60879
8,4,186099,54632
8,4,189882,30341
8,4,185936,4451
8,4,183580,9376
8,4,184250,64260
8,4,184826,68400
8,4,186156,25800
8,4,186504,89133
8,4,187152,58735
8,4,188580,106061
8,4,189289,3851
8,4,187887,105047
8,4,189198,5383
8,4,186125,18991
8,4,188134,6475
8,4,186490,45877
8,4,191617,50314
8,4,188909,62945
8,4,185675,57317
8,4,188362,265
8,4,180813,68641
8,4,180113,72439
8,4,181436,57032
8,4,181449,28171
8,4,184554,93692
8,4,182941,63519
8,4,182026,40357
8,4,180570,36210
8,4,182552,33094
8,4,181220,45072
8,4,181049,71583
8,4,180821,3962
8,4,185738,4359
8,4,181751,42201
8,4,182153,59441
8,4,184716,32841
8,4,187572,53514
8,4,186862,58394
8,4,188987,22626
8,4,188127,27110
8,4,188099,41998
8,4,187440,43586
8,4,186214,25739
8,4,187429,31551
8,4,189458,37310
8,4,186397,57684
8,4,188938,24458
8,4,187212,3857
8,4,179721,67870
8,4,184919,39399
8,4,187891,70277
8,4,186271,79617
8,4,186794,85312
8,4,185643,5844
8,4,187205,29479
8,4,185044,78865
8,4,184226,21481
8,4,182313,25599
8,4,185496,41745
8,4,185254,100660
8,4,185735,51630
8,4,183810,28236
8,4,186988,30711
8,4,185418,71766
8,4,183114,49206
8,4,185263,82045
8,4,185361,29220
8,4,184386,21336
8,4,183932,52106
8,4,183432,2699
8,4,185678,52796
8,4,184402,5486
8,4,185163,33494
8,4,185327,67764
8,4,184127,18714
8,4,183104,67965
8,4,183376,3857
8,4,185252,59786
8,4,183350,35184
8,4,184596,54130
8,4,183236,22047
8,4,182258,77010
8,4,182755,46066
8,4,182865,21732
8,4,183646,53469
8,4,187902,18491
8,4,183350,69315
8,4,183442,53047
8,4,182929,42256
8,4,184538,65397
8,4,182157,63237
8,4,182667,81228
8,4,184551,50669
8,4,187040,11237
8,4,182420,18873
8,5,182393,941631
8,5,196620,646231
8,5,195798,471909
8,5,196920,406794
8,5,201353,376175
8,5,198998,72453
8,5,200145,38688
8,5,186432,369882
8,5,199183,675793
8,5,202934,156936
8,5,198859,585136
8,5,199265,957717
8,5,194222,759566
8,5,198706,292475
8,5,199383,945393
8,5,198953,399679
8,5,201845,598122
8,5,199270,807159
8,5,202044,94900
8,5,196228,337381
8,5,200992,39408
8,5,184042,209805
8,5,197341,644598
8,5,194354,181477
8,5,195618,804040
8,5,194391,66662
8,5,186282,684820
8,5,203977,745373
8,5,201089,611971
8,5,198266,29718
8,5,200580,815703
8,5,198223,920802
8,5,199479,92374
8,5,195398,785180
8,5,195281,175150
8,5,195113,313729
8,5,195512,330903
8,5,199136,288186
8,5,195965,849882
8,5,196204,727584
8,5,195922,969555
8,5,195444,531497
8,5,197177,31734
8,5,201872,999569
8,5,193931,337991
8,5,199809,660108
8,5,194552,633523
8,5,198136,824343
8,5,198655,225547
8,5,200750,510902
8,5,196048,92586
8,5,202942,696182
8,5,196137,95917
8,5,200600,70144
8,5,185317,266099
8,5,197488,422058
8,5,197929,94112
8,5,196912,256224
8,5,201790,269345
8,5,196575,79140
8,5,197167,604366
8,5,197503,816420
8,5,195585,990400
8,5,198779,346239
8,5,196927,934959
8,5,194781,529398
8,5,201133,71146
8,5,186850,860372
8,5,200296,828874
8,5,198185,262710
8,5,197542,201215
8,5,198307,38082
8,5,194346,196183
8,5,197491,82760
8,5,196635,281975
8,5,196361,70413
8,5,185332,69767
8,5,195999,478290
8,5,196113,559067
8,5,196693,270561
8,5,198461,393587
8,5,199049,831596
8,5,197494,127388
8,5,196373,545979
8,5,198062,440070
8,5,197590,597668
8,5,197403,847482
8,5,196617,274540
8,5,196423,428653
8,5,201752,472354
8,5,198073,388325
8,5,196793,73110
8,5,186842,883624
8,5,199456,625057
8,5,195904,58893
8,5,198001,33512
8,5,201974,278737
8,5,195981,537018
8,5,197508,150114
8,5,198814,981640
8,6,196707,142860
8,6,197845,235120
8,6,198478,475412
8,6,200259,209306
8,6,198597,11492
8,6,195135,279610
8,6,198669,49336
8,6,197659,522707
8,6,193046,182301
8,6,198579,775048
8,6,196707,98578
8,6,205035,109516
8,6,199867,411844
8,6,195719,400506
8,6,202326,194529
8,6,197907,647659
8,6,195454,825020
8,6,198588,574784
8,6,197889,550054
8,6,201690,551676
8,6,196093,801190
8,6,198876,301796
8,6,200469,277327
8,6,197658,328901
8,6,197723,224827
8,6,198188,512536
8,6,195481,703928
8,6,199038,60904
8,6,200696,456658
8,6,199730,588229
8,6,197758,714301
8,6,198252,702574
8,6,199246,260977
8,6,198149,201291
8,6,201551,639915
8,6,198609,211452
8,6,201087,239300
8,6,198443,776004
8,6,193891,870033
8,6,196846,226987
8,6,197267,578597
8,6,196756,956980
8,6,197314,713977
8,6,197610,103279
8,6,194445,982938
8,6,195758,298540
8,6,195910,189186
8,6,194687,268582
8,6,196937,82679
8,6,197314,503567
8,6,199492,128847
8,6,195333,393972
8,6,195442,971794
8,6,197372,243950
8,6,199285,681205
8,6,196518,983736
8,6,194449,187252
8,6,199396,129459
8,6,197145,881507
8,6,196045,46177
8,6,196678,289142
8,6,195940,454657
8,6,199117,831797
8,6,197345,790705
8,6,195959,198228
8,6,197086,156423
8,6,196949,638368
8,6,197336,996618
8,6,195537,610818
8,6,195171,467962
8,6,199475,972049
8,6,197141,602074
8,6,200003,110087
8,6,195897,308239
8,6,195330,400011
8,6,195791,870459
8,6,197293,373204
8,6,195074,505698
8,6,194609,263035
8,6,196980,451996
8,6,201083,292286
8,6,197872,104870
8,6,196585,829521
8,6,196766,890951
8,6,194977,826545
8,6,198269,690086
8,6,196282,197579
8,6,196931,209002
8,6,194488,465689
8,6,194219,850518
8,6,200096,975024
8,6,197241,710220
8,6,198040,755048
8,6,195336,938917
8,6,194507,329538
8,6,199379,435824
8,6,193269,941918
8,6,195659,545716
8,6,192545,884474
8,6,193166,637512
8,7,195041,753067
8,7,195138,119661
8,7,195659,315899
8,7,199718,77775
8,7,198974,78514
8,7,195227,307128
8,7,194247,198064
8,7,197690,742563
8,7,195930,15979
8,7,196318,893556
8,7,196106,670094
8,7,195914,143146
8,7,194071,602692
8,7,194807,100044
8,7,196765,297025
8,7,197847,1163
8,7,197578,654054
8,7,192711,725584
8,7,199777,296144
8,7,194964,345327
8,7,194515,247638
8,7,195732,705100
8,7,194239,589987
8,7,197854,699665
8,7,195421,177526
8,7,197819,963251
8,7,194200,504317
8,7,197168,534461
8,7,196576,949294
8,7,196654,748928
8,7,195782,889918
8,7,195396,812854
8,7,195313,674485
8,7,199089,696937
8,7,193189,661821
8,7,195343,7870
8,7,194274,347448
8,7,198311,66152
8,7,195221,501023
8,7,196073,449378
8,7,195497,10486
8,7,195804,617556
8,7,194598,214575
8,7,196222,12516
8,7,195327,856927
8,7,197182,117431
8,7,195045,713930
8,7,196397,488330
8,7,199911,836466
8,7,195369,321742
8,7,188250,895635
8,7,196919,222124
8,7,195847,122035
8,7,197806,361291
8,7,194278,695457
8,7,194653,845226
8,7,197212,741410
8,7,194576,722226
8,7,194869,338536
8,7,197497,668508
8,7,197644,889642
8,7,195207,117436
8,7,198579,886838
8,7,197660,354103
8,7,195227,648918
8,7,195074,820010
8,7,194315,35403
8,7,193323,454967
8,7,194850,593761
8,7,194337,976655
8,7,193459,142079
8,7,196950,186926
8,7,195436,927037
8,7,193102,390952
8,7,194835,249067
8,7,196581,513637
8,7,193261,356491
8,7,195361,448201
8,7,195059,765728
8,7,196075,514209
8,7,195127,238759
8,7,195524,196710
8,7,195124,256788
8,7,198346,141905
8,7,198184,214945
8,7,194460,528525
8,7,197037,155336
8,7,195300,1814
8,7,193462,981398
8,7,194615,253298
8,7,193041,344821
8,7,195085,691308
8,7,196608,538703
8,7,197873,689662
8,7,196420,817541
8,7,195593,6474
8,7,191663,366974
8,7,195941,798409
8,7,194437,970915
8,7,197829,877548
9,1,217787,30
9,1,210908,23
9,1,208050,33
9,1,209205,33
9,1,209053,24
9,1,209124,28
9,1,208895,31
9,1,208842,25
9,1,211114,30
9,1,209039,30
9,1,208029,35
9,1,208668,26
9,1,208612,24
9,1,207848,25
9,1,211230,35
9,1,207725,25
9,1,207658,27
9,1,207468,30
9,1,208814,37
9,1,208725,32
9,1,208636,34
9,1,210410,26
9,1,208325,22
9,1,209151,31
9,1,208752,20
9,1,208559,25
9,1,208930,30
9,1,208434,24
9,1,211035,22
9,1,209016,26
9,1,209225,29
9,1,208862,26
9,1,207906,33
9,1,208340,32
9,1,208637,21
9,1,211475,33
9,1,209174,28
9,1,208808,30
9,1,209431,33
9,1,208407,29
9,1,208893,33
9,1,211232,32
9,1,208886,31
9,1,208600,27
9,1,208877,25
9,1,209258,28
9,1,209474,28
9,1,209566,27
9,1,209632,36
9,1,208694,19
9,1,208652,34
9,1,208404,32
9,1,208212,31
9,1,209395,31
9,1,208813,30
9,1,211663,32
9,1,209212,30
9,1,209353,25
9,1,208360,36
9,1,207647,32
9,1,208939,24
9,1,209007,34
9,1,212128,32
9,1,208771,27
9,1,208931,33
9,1,209389,22
9,1,209563,28
9,1,207086,23
9,1,210973,24
9,1,208440,34
9,1,208341,25
9,1,209372,29
9,1,208279,28
9,1,209024,31
9,1,208648,24
9,1,211466,27
9,1,208209,36
9,1,208577,30
9,1,208786,25
9,1,208935,30
9,1,208125,35
9,1,209063,29
9,1,211981,31
9,1,208885,30
9,1,208494,26
9,1,209147,28
9,1,208014,32
9,1,207630,33
9,1,208781,26
9,1,211395,26
9,1,208623,30
9,1,209042,31
9,1,208392,31
9,1,208791,36
9,1,209468,35
9,1,211230,33
9,1,208534,22
9,1,208689,21
9,1,208237,23
9,1,209188,33
9,2,208734,302
9,2,208545,87
9,2,211157,77
9,2,209397,195
9,2,208887,295
9,2,209636,173
9,2,208020,337
9,2,208663,128
9,2,208297,36
9,2,211186,197
9,2,208778,74
9,2,208538,113
9,2,209005,196
9,2,209169,228
9,2,208188,256
9,2,211004,156
9,2,208584,215
9,2,208419,70
9,2,208547,291
9,2,208842,158
9,2,208228,150
9,2,208732,155
9,2,211811,241
9,2,208269,298
9,2,208395,262
9,2,208644,266
9,2,208599,228
9,2,209191,229
9,2,208330,222
9,2,210835,380
9,2,207712,168
9,2,208251,50
9,2,208997,128
9,2,208305,228
9,2,208591,75
9,2,208002,164
9,2,211557,307
9,2,209232,112
9,2,208186,291
