pk,sk,exchange,attack
9,2,207633,246
9,2,207722,194
9,2,209148,281
9,2,209891,160
9,2,209114,227
9,2,208696,186
9,2,208064,201
9,2,209122,288
9,2,208019,229
9,2,208086,302
9,2,211090,160
9,2,208879,222
9,2,209559,341
9,2,208836,296
9,2,209168,283
9,2,208899,56
9,2,208364,322
9,2,210571,162
9,2,208913,365
9,2,208584,32
9,2,208863,94
9,2,208837,377
9,2,208347,158
9,2,211146,153
9,2,208760,195
9,2,209774,195
9,2,210355,81
9,2,208439,398
9,2,209153,320
9,2,209026,362
9,2,210216,28
9,2,208914,294
9,2,208321,153
9,2,208557,138
9,2,208459,345
9,2,208280,91
9,2,209282,275
9,2,211225,302
9,2,208789,198
9,2,207965,307
9,2,209349,305
9,2,208515,168
9,2,208717,236
9,2,208902,243
9,2,210891,282
9,2,207588,146
9,2,208496,224
9,2,209233,157
9,2,207628,289
9,2,209008,236
9,2,210880,218
9,2,209204,258
9,2,208785,200
9,2,208812,283
9,2,207817,291
9,2,208005,190
9,2,208867,320
9,2,211143,242
9,2,208625,368
9,2,209650,389
9,2,208417,258
9,3,209085,7199
9,3,209358,2783
9,3,208264,4127
9,3,211352,1723
9,3,208015,5253
9,3,208620,2890
9,3,207913,1306
9,3,208885,4854
9,3,210946,3720
9,3,207865,3905
9,3,211033,4746
9,3,207113,5155
9,3,209106,6725
9,3,208812,5526
9,3,209454,1050
9,3,209221,578
9,3,211320,4985
9,3,209876,6642
9,3,208766,7079
9,3,208236,2342
9,3,208816,1612
9,3,208608,2700
9,3,208942,4204
9,3,210709,5164
9,3,208564,4359
9,3,208989,2594
9,3,208549,6119
9,3,209349,3756
9,3,208633,3949
9,3,208873,7167
9,3,211102,261
9,3,209471,7470
9,3,208412,5348
9,3,208744,4270
9,3,208300,4238
9,3,208163,2062
9,3,211203,1841
9,3,208284,1492
9,3,208969,5903
9,3,210078,6256
9,3,209060,2377
9,3,209389,6344
9,3,209150,4217
9,3,211223,4503
9,3,208228,1996
9,3,209355,3055
9,3,209612,2155
9,3,209020,4908
9,3,209498,1416
9,3,208295,5255
9,3,209655,4330
9,3,208362,2433
9,3,208857,5005
9,3,208837,7157
9,3,208860,5224
9,3,208352,6036
9,3,208977,1580
9,3,210888,4532
9,3,208808,5277
9,3,209123,4184
9,3,208152,2519
9,3,208427,1782
9,3,208543,6074
9,3,211065,7603
9,3,209767,5130
9,3,208291,5395
9,3,207757,3310
9,3,208585,7712
9,3,209031,5386
9,3,207936,7214
9,3,211145,1451
9,3,208796,4823
9,3,208652,2358
9,3,208780,4287
9,3,207751,7292
9,3,208496,3844
9,3,208441,2032
9,3,209773,5615
9,3,208027,5039
9,3,208926,5777
9,3,208619,6768
9,3,208806,3650
9,3,208360,4040
9,3,211815,286
9,3,208477,1630
9,3,208962,886
9,3,206707,7312
9,3,208753,1421
9,3,208847,4274
9,3,208655,7700
9,3,211017,4502
9,3,208262,4786
9,3,208821,3804
9,3,208656,1446
9,3,209441,4602
9,3,208881,4731
9,3,208328,5707
9,3,210996,4814
9,3,208798,4542
9,3,208611,4692
9,4,209235,93417
9,4,209188,147871
9,4,217228,33700
9,4,207792,38461
9,4,209772,152688
9,4,219519,81586
9,4,207972,135868
9,4,220111,114000
9,4,219743,121375
9,4,220226,72141
9,4,215895,25155
9,4,208389,74495
9,4,220533,127352
9,4,218651,6670
9,4,209385,52237
9,4,208576,81546
9,4,213847,14750
9,4,211161,40966
9,4,209083,156809
9,4,215219,156530
9,4,218698,108653
9,4,219991,66827
9,4,212160,34906
9,4,208164,109780
9,4,213423,96467
9,4,217717,5107
9,4,208379,21362
9,4,208586,17408
9,4,209028,91498
9,4,208645,25180
9,4,211096,174847
9,4,217702,54454
9,4,207687,116554
9,4,220007,62310
9,4,208567,104403
9,4,219856,113721
9,4,219945,19307
9,4,211032,162303
9,4,215147,124247
9,4,219930,94456
9,4,213896,62315
9,4,209256,146398
9,4,218272,128571
9,4,218026,51884
9,4,211492,146350
9,4,219040,4297
9,4,208644,26370
9,4,209343,124323
9,4,209544,7988
9,4,208447,39660
9,4,210774,96385
9,4,218791,98622
9,4,208537,65073
9,4,209837,61853
9,4,212101,6460
9,4,209045,145645
9,4,218806,18659
9,4,211547,56781
9,4,209035,76674
9,4,219985,132798
9,4,220406,84233
9,4,219027,136411
9,4,221077,125387
9,4,220181,104791
9,4,219535,102402
9,4,219224,6256
9,4,209031,19455
9,4,208502,129894
9,4,208898,7104
9,4,209415,118653
9,4,219789,142989
9,4,219682,82369
9,4,213376,121570
9,4,220591,131432
9,4,219460,108378
9,4,220897,47678
9,4,209215,70402
9,4,211361,78431
9,4,218442,50519
9,4,210201,46897
9,4,208518,33570
9,4,209412,104587
9,4,221874,148683
9,4,219169,124358
9,4,223359,145876
9,4,220486,72676
9,4,212778,53472
9,4,208375,61523
9,4,209781,26799
9,4,209492,146500
9,4,219634,143864
9,4,221567,96882
9,4,213690,162197
9,4,219864,95550
9,4,219215,18960
9,4,209301,65021
9,4,218870,78219
9,4,218457,79491
9,4,214997,78771
9,4,218486,92726
9,5,220518,349005
9,5,216244,326906
9,5,216142,842563
9,5,216892,995363
9,5,223076,829767
9,5,216514,41970
9,5,216573,109050
9,5,218883,465198
9,5,219135,311718
9,5,218973,893469
9,5,219274,667705
9,5,221001,198245
9,5,221596,417991
9,5,220280,288583
9,5,218423,920252
9,5,216751,67790
9,5,217729,575572
9,5,219933,762930
9,5,219115,574942
9,5,217862,913225
9,5,219731,588854
9,5,219126,57067
9,5,217768,675808
9,5,218428,451526
9,5,220406,441667
9,5,217683,901470
9,5,218913,374175
9,5,218391,548707
9,5,220389,28399
9,5,216237,352107
9,5,220296,372048
9,5,218859,593099
9,5,218189,107240
9,5,218042,110258
9,5,218844,423611
9,5,217241,576876
9,5,219818,109152
9,5,220913,808620
9,5,221931,377840
9,5,217477,917673
9,5,218775,151548
9,5,217169,13917
9,5,219740,978988
9,5,218417,674921
9,5,222303,532339
9,5,220407,884890
9,5,215620,706742
9,5,220803,720876
9,5,221036,125189
9,5,220190,233772
9,5,218536,666438
9,5,220261,797792
9,5,215532,543773
9,5,218301,585034
9,5,220389,633497
9,5,220376,467700
9,5,218262,816845
9,5,215644,969455
9,5,222645,211572
9,5,216231,820304
9,5,219157,584246
9,5,216489,691544
9,5,218029,526085
9,5,217299,499687
9,5,222494,678927
9,5,218369,649204
9,5,217503,556989
9,5,219214,889800
9,5,216984,585348
9,5,216326,410964
9,5,220792,859277
9,5,219324,79746
9,5,212445,305829
9,5,216474,83123
9,5,218354,832584
9,5,218908,891755
9,5,218980,847644
9,5,220166,635806
9,5,222165,400393
9,5,217487,686551
9,5,215562,662923
9,5,219307,811719
9,5,219054,342969
9,5,217878,869864
9,5,220376,868126
9,5,218258,821263
9,5,216155,113284
9,5,220437,23910
9,5,219622,574975
9,5,217392,705781
9,5,217701,946944
9,5,219767,850687
9,5,217971,407174
9,5,222144,740887
9,5,219040,29856
9,5,215477,83580
9,5,221195,404326
9,5,216877,113830
9,5,221530,953086
9,5,218290,191753
9,6,218437,250578
9,6,218373,514543
9,6,218859,409427
9,6,218565,92619
9,6,222772,344770
9,6,218887,113980
9,6,217708,330987
9,6,218599,820220
9,6,217747,471081
9,6,217003,808214
9,6,218054,76279
9,6,220406,961622
9,6,218295,18396
9,6,219561,6095
9,6,219807,783436
9,6,219932,363352
9,6,217588,527706
9,6,219330,865588
9,6,219479,193105
9,6,216368,763512
9,6,218630,100394
9,6,217223,352785
9,6,220492,626854
9,6,220809,820350
9,6,218854,820717
9,6,217068,507701
9,6,220204,664470
9,6,218793,379080
9,6,217443,114085
9,6,219330,84305
9,6,221861,280791
9,6,223500,171443
9,6,218394,234161
9,6,218719,93305
9,6,221314,733863
9,6,219527,99730
9,6,218577,714431
9,6,217078,848996
9,6,220087,755511
9,6,218962,978488
9,6,218707,850655
9,6,217017,941937
9,6,217376,598077
9,6,220280,820225
9,6,216721,750817
9,6,223087,159016
9,6,217895,398246
9,6,216336,495791
9,6,217911,222740
9,6,218543,71878
9,6,220136,931779
9,6,219342,257066
9,6,220723,187808
9,6,223990,34132
9,6,215313,556640
9,6,220638,587706
9,6,217717,656518
9,6,217415,246820
9,6,223469,665818
9,6,218733,777145
9,6,219553,107016
9,6,217297,682739
9,6,222524,585305
9,6,218980,429368
9,6,215807,595216
9,6,222257,205487
9,6,219615,370583
9,6,216537,601296
9,6,216743,416587
9,6,220524,420687
9,6,217762,626950
9,6,220775,678933
9,6,212915,26436
9,6,218299,143792
9,6,219087,609919
9,6,219006,201344
9,6,218129,103171
9,6,217631,102480
9,6,221098,33594
9,6,218814,867484
9,6,220900,735932
9,6,216226,426545
9,6,218193,584378
9,6,219458,272459
9,6,217217,991269
9,6,222791,625195
9,6,216292,379647
