group,pk,sk,exchange,attack,cardinality
d6,6,4,157694,16,12
d6,6,4,113879,17,12
d6,6,4,127928,19,12
d6,6,4,126090,26,12
d6,6,4,139165,17,12
d6,6,4,149270,29,12
d6,6,4,124919,21,12
d6,6,4,105583,19,12
d6,6,4,119311,17,12
d6,6,4,124370,30,12
d6,6,4,136310,18,12
d6,6,4,176598,18,12
d6,6,4,139269,31,12
d6,6,5,116432,40,12
d6,6,5,108059,17,12
d6,6,5,114759,16,12
d6,6,5,110074,25,12
d6,6,5,153498,25,12
d6,6,5,99221,19,12
d6,6,5,125984,15,12
d6,6,5,150569,13,12
d6,6,5,99626,26,12
d6,6,5,123189,12,12
d6,6,5,139463,17,12
d6,6,5,160729,27,12
d6,6,5,138337,20,12
d6,6,5,132590,13,12
d6,6,5,114271,24,12
d6,6,5,176373,29,12
d6,6,5,105026,18,12
d6,6,5,152080,23,12
d6,6,5,101548,27,12
d6,6,5,106085,19,12
d6,6,5,139153,14,12
d6,6,5,114454,25,12
d6,6,5,113439,16,12
d6,6,5,123964,29,12
d6,6,5,140619,21,12
d7,6,1,140532,16,14
d7,6,1,126097,15,14
d7,6,1,130571,15,14
d7,6,1,130333,13,14
d7,6,1,130625,15,14
d7,6,1,132783,16,14
d7,6,1,121389,12,14
d7,6,1,128645,21,14
d7,6,1,162798,16,14
d7,6,1,149286,18,14
d7,6,1,103833,16,14
d7,6,1,130444,15,14
d7,6,1,121902,17,14
d7,6,1,154053,13,14
d7,6,1,139738,13,14
d7,6,1,142749,15,14
d7,6,1,110207,15,14
d7,6,1,131409,13,14
d7,6,1,127787,15,14
d7,6,1,138009,12,14
d7,6,1,129015,15,14
d7,6,1,122995,16,14
d7,6,1,112741,18,14
d7,6,1,123734,18,14
d7,6,1,119340,14,14
d7,6,2,127309,14,14
d7,6,2,137779,19,14
d7,6,2,136790,15,14
d7,6,2,117928,17,14
d7,6,2,147697,27,14
d7,6,2,130709,22,14
d7,6,2,113447,17,14
d7,6,2,133141,27,14
d7,6,2,118298,33,14
d7,6,2,112019,20,14
d7,6,2,124604,13,14
d7,6,2,132487,15,14
d7,6,2,140326,18,14
d7,6,2,183846,19,14
d7,6,2,136681,23,14
d7,6,2,147370,37,14
d7,6,2,132634,21,14
d7,6,2,115013,23,14
d7,6,2,111660,35,14
d7,6,2,106749,56,14
d7,6,2,139324,22,14
d7,6,2,121466,21,14
d7,6,2,150800,23,14
d7,6,2,138331,28,14
d7,6,2,114355,25,14
d7,6,3,144757,46,14
d7,6,3,132101,26,14
d7,6,3,113579,44,14
d7,6,3,133263,47,14
d7,6,3,167280,43,14
d7,6,3,104701,27,14
d7,6,3,129798,33,14
d7,6,3,133031,30,14
d7,6,3,125376,26,14
d7,6,3,107222,20,14
d7,6,3,116204,65,14
d7,6,3,110383,20,14
d7,6,3,116582,14,14
d7,6,3,104846,16,14
d7,6,3,206393,18,14
d7,6,3,117171,20,14
d7,6,3,114585,32,14
d7,6,3,146517,33,14
d7,6,3,147275,43,14
d7,6,3,125406,23,14
d7,6,3,123039,14,14
d7,6,3,139139,23,14
d7,6,3,156251,19,14
d7,6,3,114012,17,14
d7,6,3,195547,36,14
d7,6,4,150544,38,14
d7,6,4,106181,38,14
d7,6,4,147529,26,14
d7,6,4,136645,29,14
d7,6,4,101267,21,14
d7,6,4,103040,25,14
d7,6,4,137056,33,14
d7,6,4,141559,28,14
d7,6,4,112710,20,14
d7,6,4,176059,32,14
d7,6,4,159830,33,14
d7,6,4,164675,25,14
d7,6,4,120181,30,14
d7,6,4,173466,19,14
d7,6,4,145852,19,14
d7,6,4,115593,43,14
d7,6,4,111910,23,14
d7,6,4,122088,28,14
d7,6,4,129770,39,14
d7,6,4,109926,18,14
d7,6,4,141469,37,14
d7,6,4,148915,17,14
d7,6,4,129945,23,14
d7,6,4,129325,22,14
d7,6,4,173241,25,14
d7,6,5,114959,42,14
d7,6,5,116407,38,14
d7,6,5,123333,27,14
d7,6,5,141440,36,14
d7,6,5,138627,23,14
d7,6,5,111805,37,14
d7,6,5,141637,28,14
d7,6,5,104400,23,14
d7,6,5,148246,36,14
d7,6,5,123838,22,14
d7,6,5,121557,13,14
d7,6,5,114971,25,14
d7,6,5,111789,35,14
d7,6,5,120705,65,14
d7,6,5,107230,38,14
d7,6,5,159188,34,14
d7,6,5,110358,16,14
d7,6,5,141892,13,14
d7,6,5,105873,16,14
d7,6,5,148058,79,14
d7,6,5,120145,20,14
d7,6,5,119499,14,14
d7,6,5,167235,19,14
d7,6,5,120281,21,14
d7,6,5,118012,24,14
